'Elapsed time','I'
'0:32.624',0.095
'0:32.626',0.084
'0:32.628',0.071
'0:32.630',0.060
'0:32.632',0.049
'0:32.634',0.038
'0:32.636',0.029
'0:32.638',0.021
'0:32.640',0.014
'0:32.642',0.007
'0:32.644',0.003
'0:32.646',-0.001
'0:32.648',-0.004
'0:32.650',-0.006
'0:32.652',-0.008
'0:32.654',-0.009
'0:32.656',-0.011
'0:32.658',-0.011
'0:32.660',-0.011
'0:32.662',-0.012
'0:32.664',-0.012
'0:32.666',-0.012
'0:32.668',-0.013
'0:32.670',-0.013
'0:32.672',-0.013
'0:32.674',-0.012
'0:32.676',-0.013
'0:32.678',-0.013
'0:32.680',-0.012
'0:32.682',-0.012
'0:32.684',-0.012
'0:32.686',-0.012
'0:32.688',-0.012
'0:32.690',-0.011
'0:32.692',-0.012
'0:32.694',-0.012
'0:32.696',-0.012
'0:32.698',-0.011
'0:32.700',-0.011
'0:32.702',-0.011
'0:32.704',-0.011
'0:32.706',-0.011
'0:32.708',-0.011
'0:32.710',-0.011
'0:32.712',-0.010
'0:32.714',-0.010
'0:32.716',-0.009
'0:32.718',-0.009
'0:32.720',-0.009
'0:32.722',-0.009
'0:32.724',-0.009
'0:32.726',-0.008
'0:32.728',-0.008
'0:32.730',-0.007
'0:32.732',-0.007
'0:32.734',-0.007
'0:32.736',-0.007
'0:32.738',-0.006
'0:32.740',-0.006
'0:32.742',-0.006
'0:32.744',-0.006
'0:32.746',-0.005
'0:32.748',-0.005
'0:32.750',-0.005
'0:32.752',-0.005
'0:32.754',-0.004
'0:32.756',-0.005
'0:32.758',-0.004
'0:32.760',-0.004
'0:32.762',-0.004
'0:32.764',-0.004
'0:32.766',-0.005
'0:32.768',-0.005
'0:32.770',-0.005
'0:32.772',-0.005
'0:32.774',-0.005
'0:32.776',-0.005
'0:32.778',-0.005
'0:32.780',-0.005
'0:32.782',-0.005
'0:32.784',-0.005
'0:32.786',-0.005
'0:32.788',-0.005
'0:32.790',-0.006
'0:32.792',-0.006
'0:32.794',-0.006
'0:32.796',-0.006
'0:32.798',-0.006
'0:32.800',-0.006
'0:32.802',-0.006
'0:32.804',-0.006
'0:32.806',-0.006
'0:32.808',-0.007
'0:32.810',-0.006
'0:32.812',-0.007
'0:32.814',-0.007
'0:32.816',-0.007
'0:32.818',-0.007
'0:32.820',-0.007
'0:32.822',-0.007
'0:32.824',-0.007
'0:32.826',-0.008
'0:32.828',-0.007
'0:32.830',-0.008
'0:32.832',-0.007
'0:32.834',-0.007
'0:32.836',-0.008
'0:32.838',-0.008
'0:32.840',-0.007
'0:32.842',-0.008
'0:32.844',-0.007
'0:32.846',-0.008
'0:32.848',-0.008
'0:32.850',-0.007
'0:32.852',-0.008
'0:32.854',-0.007
'0:32.856',-0.008
'0:32.858',-0.008
'0:32.860',-0.009
'0:32.862',-0.008
'0:32.864',-0.008
'0:32.866',-0.008
'0:32.868',-0.008
'0:32.870',-0.008
'0:32.872',-0.008
'0:32.874',-0.008
'0:32.876',-0.008
'0:32.878',-0.007
'0:32.880',-0.008
'0:32.882',-0.008
'0:32.884',-0.008
'0:32.886',-0.008
'0:32.888',-0.008
'0:32.890',-0.008
'0:32.892',-0.008
'0:32.894',-0.007
'0:32.896',-0.007
'0:32.898',-0.007
'0:32.900',-0.007
'0:32.902',-0.006
'0:32.904',-0.006
'0:32.906',-0.006
'0:32.908',-0.005
'0:32.910',-0.005
'0:32.912',-0.006
'0:32.914',-0.007
'0:32.916',-0.011
'0:32.918',-0.018
'0:32.920',-0.025
'0:32.922',-0.029
'0:32.924',-0.028
'0:32.926',-0.028
'0:32.928',-0.029
'0:32.930',-0.032
'0:32.932',-0.033
'0:32.934',-0.032
'0:32.936',-0.028
'0:32.938',-0.022
'0:32.940',-0.015
'0:32.942',-0.006
'0:32.944',0.003
'0:32.946',0.011
'0:32.948',0.017
'0:32.950',0.020
'0:32.952',0.018
'0:32.954',0.011
'0:32.956',0.004
'0:32.958',0.002
'0:32.960',0.002
'0:32.962',0.004
'0:32.964',0.005
'0:32.966',0.005
'0:32.968',0.004
'0:32.970',0.004
'0:32.972',0.004
'0:32.974',0.004
'0:32.976',0.004
'0:32.978',0.003
'0:32.980',0.003
'0:32.982',0.003
'0:32.984',0.003
'0:32.986',0.002
'0:32.988',0.002
'0:32.990',0.001
'0:32.992',-0.003
'0:32.994',-0.011
'0:32.996',-0.031
'0:32.998',-0.070
'0:33.000',-0.130
'0:33.002',-0.200
'0:33.004',-0.250
'0:33.006',-0.234
'0:33.008',-0.111
'0:33.010',0.113
'0:33.012',0.342
'0:33.014',0.473
'0:33.016',0.550
'0:33.018',0.656
'0:33.020',0.741
'0:33.022',0.773
'0:33.024',0.789
'0:33.026',0.697
'0:33.028',0.479
'0:33.030',0.281
'0:33.032',0.162
'0:33.034',0.092
'0:33.036',0.052
'0:33.038',0.034
'0:33.040',0.021
'0:33.042',0.006
'0:33.044',-0.009
'0:33.046',-0.018
'0:33.048',-0.024
'0:33.050',-0.025
'0:33.052',-0.026
'0:33.054',-0.027
'0:33.056',-0.028
'0:33.058',-0.029
'0:33.060',-0.030
'0:33.062',-0.032
'0:33.064',-0.032
'0:33.066',-0.034
'0:33.068',-0.035
'0:33.070',-0.035
'0:33.072',-0.036
'0:33.074',-0.037
'0:33.076',-0.038
'0:33.078',-0.039
'0:33.080',-0.040
'0:33.082',-0.040
'0:33.084',-0.041
'0:33.086',-0.042
'0:33.088',-0.043
'0:33.090',-0.043
'0:33.092',-0.043
'0:33.094',-0.043
'0:33.096',-0.043
'0:33.098',-0.042
'0:33.100',-0.042
'0:33.102',-0.041
'0:33.104',-0.040
'0:33.106',-0.038
'0:33.108',-0.037
'0:33.110',-0.036
'0:33.112',-0.035
'0:33.114',-0.034
'0:33.116',-0.033
'0:33.118',-0.032
'0:33.120',-0.031
'0:33.122',-0.030
'0:33.124',-0.030
'0:33.126',-0.030
'0:33.128',-0.030
'0:33.130',-0.030
'0:33.132',-0.031
'0:33.134',-0.031
'0:33.136',-0.030
'0:33.138',-0.030
'0:33.140',-0.029
'0:33.142',-0.025
'0:33.144',-0.021
'0:33.146',-0.015
'0:33.148',-0.007
'0:33.150',0.002
'0:33.152',0.013
'0:33.154',0.025
'0:33.156',0.038
'0:33.158',0.053
'0:33.160',0.068
'0:33.162',0.083
'0:33.164',0.096
'0:33.166',0.108
'0:33.168',0.118
'0:33.170',0.126
'0:33.172',0.132
'0:33.174',0.134
'0:33.176',0.133
'0:33.178',0.130
'0:33.180',0.124
'0:33.182',0.116
'0:33.184',0.106
'0:33.186',0.096
'0:33.188',0.085
'0:33.190',0.073
'0:33.192',0.061
'0:33.194',0.050
'0:33.196',0.040
'0:33.198',0.030
'0:33.200',0.023
'0:33.202',0.015
'0:33.204',0.009
'0:33.206',0.004
'0:33.208',0.001
'0:33.210',-0.003
'0:33.212',-0.005
'0:33.214',-0.007
'0:33.216',-0.009
'0:33.218',-0.009
'0:33.220',-0.011
'0:33.222',-0.011
'0:33.224',-0.011
'0:33.226',-0.011
'0:33.228',-0.011
'0:33.230',-0.012
'0:33.232',-0.011
'0:33.234',-0.012
'0:33.236',-0.011
'0:33.238',-0.012
'0:33.240',-0.012
'0:33.242',-0.012
'0:33.244',-0.012
'0:33.246',-0.011
'0:33.248',-0.012
'0:33.250',-0.011
'0:33.252',-0.012
'0:33.254',-0.011
'0:33.256',-0.011
'0:33.258',-0.011
'0:33.260',-0.011
'0:33.262',-0.011
'0:33.264',-0.011
'0:33.266',-0.011
'0:33.268',-0.011
'0:33.270',-0.011
'0:33.272',-0.011
'0:33.274',-0.010
'0:33.276',-0.010
'0:33.278',-0.009
'0:33.280',-0.009
'0:33.282',-0.009
'0:33.284',-0.009
'0:33.286',-0.009
'0:33.288',-0.009
'0:33.290',-0.008
'0:33.292',-0.007
'0:33.294',-0.007
'0:33.296',-0.007
'0:33.298',-0.007
'0:33.300',-0.006
'0:33.302',-0.006
'0:33.304',-0.006
'0:33.306',-0.006
'0:33.308',-0.005
'0:33.310',-0.005
'0:33.312',-0.005
'0:33.314',-0.005
'0:33.316',-0.005
'0:33.318',-0.005
'0:33.320',-0.004
'0:33.322',-0.005
'0:33.324',-0.004
'0:33.326',-0.005
'0:33.328',-0.005
'0:33.330',-0.004
'0:33.332',-0.004
'0:33.334',-0.004
'0:33.336',-0.004
'0:33.338',-0.005
'0:33.340',-0.005
'0:33.342',-0.005
'0:33.344',-0.005
'0:33.346',-0.005
'0:33.348',-0.005
'0:33.350',-0.005
'0:33.352',-0.005
'0:33.354',-0.005
'0:33.356',-0.005
'0:33.358',-0.006
'0:33.360',-0.006
'0:33.362',-0.006
'0:33.364',-0.006
'0:33.366',-0.006
'0:33.368',-0.007
'0:33.370',-0.006
'0:33.372',-0.006
'0:33.374',-0.006
'0:33.376',-0.006
'0:33.378',-0.007
'0:33.380',-0.007
'0:33.382',-0.007
'0:33.384',-0.007
'0:33.386',-0.007
'0:33.388',-0.007
'0:33.390',-0.007
'0:33.392',-0.007
'0:33.394',-0.007
'0:33.396',-0.007
'0:33.398',-0.007
'0:33.400',-0.007
'0:33.402',-0.007
'0:33.404',-0.007
'0:33.406',-0.008
'0:33.408',-0.008
'0:33.410',-0.008
'0:33.412',-0.008
'0:33.414',-0.008
'0:33.416',-0.008
'0:33.418',-0.007
'0:33.420',-0.008
'0:33.422',-0.008
'0:33.424',-0.008
'0:33.426',-0.008
'0:33.428',-0.008
'0:33.430',-0.008
'0:33.432',-0.008
'0:33.434',-0.008
'0:33.436',-0.008
'0:33.438',-0.008
'0:33.440',-0.008
'0:33.442',-0.008
'0:33.444',-0.008
'0:33.446',-0.008
'0:33.448',-0.008
'0:33.450',-0.008
'0:33.452',-0.008
'0:33.454',-0.007
'0:33.456',-0.008
'0:33.458',-0.007
'0:33.460',-0.007
'0:33.462',-0.007
'0:33.464',-0.007
'0:33.466',-0.006
'0:33.468',-0.005
'0:33.470',-0.005
'0:33.472',-0.005
'0:33.474',-0.006
'0:33.476',-0.007
'0:33.478',-0.011
'0:33.480',-0.018
'0:33.482',-0.026
'0:33.484',-0.029
'0:33.486',-0.028
'0:33.488',-0.028
'0:33.490',-0.029
'0:33.492',-0.032
'0:33.494',-0.033
'0:33.496',-0.031
'0:33.498',-0.027
'0:33.500',-0.021
'0:33.502',-0.013
'0:33.504',-0.004
'0:33.506',0.004
'0:33.508',0.012
'0:33.510',0.018
'0:33.512',0.020
'0:33.514',0.016
'0:33.516',0.009
'0:33.518',0.003
'0:33.520',0.001
'0:33.522',0.003
'0:33.524',0.005
'0:33.526',0.005
'0:33.528',0.005
'0:33.530',0.004
'0:33.532',0.004
'0:33.534',0.004
'0:33.536',0.003
'0:33.538',0.003
'0:33.540',0.003
'0:33.542',0.003
'0:33.544',0.002
'0:33.546',0.002
'0:33.548',0.001
'0:33.550',0.000
'0:33.552',-0.002
'0:33.554',-0.007
'0:33.556',-0.022
'0:33.558',-0.054
'0:33.560',-0.108
'0:33.562',-0.179
'0:33.564',-0.240
'0:33.566',-0.248
'0:33.568',-0.154
'0:33.570',0.056
'0:33.572',0.299
'0:33.574',0.456
'0:33.576',0.536
'0:33.578',0.639
'0:33.580',0.734
'0:33.582',0.772
'0:33.584',0.792
'0:33.586',0.712
'0:33.588',0.492
'0:33.590',0.286
'0:33.592',0.163
'0:33.594',0.091
'0:33.596',0.051
'0:33.598',0.032
'0:33.600',0.019
'0:33.602',0.003
'0:33.604',-0.012
'0:33.606',-0.021
'0:33.608',-0.025
'0:33.610',-0.027
'0:33.612',-0.029
'0:33.614',-0.029
'0:33.616',-0.030
'0:33.618',-0.032
'0:33.620',-0.033
'0:33.622',-0.034
'0:33.624',-0.035
'0:33.626',-0.036
'0:33.628',-0.037
'0:33.630',-0.038
'0:33.632',-0.040
'0:33.634',-0.041
'0:33.636',-0.042
'0:33.638',-0.043
'0:33.640',-0.043
'0:33.642',-0.044
'0:33.644',-0.045
'0:33.646',-0.046
'0:33.648',-0.046
'0:33.650',-0.046
'0:33.652',-0.046
'0:33.654',-0.046
'0:33.656',-0.046
'0:33.658',-0.045
'0:33.660',-0.045
'0:33.662',-0.044
'0:33.664',-0.043
'0:33.666',-0.042
'0:33.668',-0.041
'0:33.670',-0.040
'0:33.672',-0.039
'0:33.674',-0.038
'0:33.676',-0.036
'0:33.678',-0.036
'0:33.680',-0.036
'0:33.682',-0.035
'0:33.684',-0.036
'0:33.686',-0.036
'0:33.688',-0.036
'0:33.690',-0.036
'0:33.692',-0.037
'0:33.694',-0.036
'0:33.696',-0.035
'0:33.698',-0.034
'0:33.700',-0.030
'0:33.702',-0.025
'0:33.704',-0.019
'0:33.706',-0.011
'0:33.708',-0.001
'0:33.710',0.011
'0:33.712',0.025
'0:33.714',0.040
'0:33.716',0.054
'0:33.718',0.070
'0:33.720',0.085
'0:33.722',0.099
'0:33.724',0.111
'0:33.726',0.119
'0:33.728',0.127
'0:33.730',0.131
'0:33.732',0.131
'0:33.734',0.129
'0:33.736',0.123
'0:33.738',0.117
'0:33.740',0.107
'0:33.742',0.097
'0:33.744',0.086
'0:33.746',0.073
'0:33.748',0.062
'0:33.750',0.050
'0:33.752',0.040
'0:33.754',0.030
'0:33.756',0.021
'0:33.758',0.015
'0:33.760',0.009
'0:33.762',0.004
'0:33.764',0.000
'0:33.766',-0.004
'0:33.768',-0.006
'0:33.770',-0.009
'0:33.772',-0.009
'0:33.774',-0.011
'0:33.776',-0.011
'0:33.778',-0.011
'0:33.780',-0.011
'0:33.782',-0.012
'0:33.784',-0.013
'0:33.786',-0.012
'0:33.788',-0.012
'0:33.790',-0.013
'0:33.792',-0.012
'0:33.794',-0.012
'0:33.796',-0.012
'0:33.798',-0.012
'0:33.800',-0.013
'0:33.802',-0.012
'0:33.804',-0.012
'0:33.806',-0.012
'0:33.808',-0.013
'0:33.810',-0.012
'0:33.812',-0.012
'0:33.814',-0.011
'0:33.816',-0.011
'0:33.818',-0.011
'0:33.820',-0.011
'0:33.822',-0.011
'0:33.824',-0.011
'0:33.826',-0.011
'0:33.828',-0.011
'0:33.830',-0.010
'0:33.832',-0.010
'0:33.834',-0.009
'0:33.836',-0.009
'0:33.838',-0.009
'0:33.840',-0.009
'0:33.842',-0.008
'0:33.844',-0.008
'0:33.846',-0.007
'0:33.848',-0.008
'0:33.850',-0.007
'0:33.852',-0.006
'0:33.854',-0.006
'0:33.856',-0.006
'0:33.858',-0.006
'0:33.860',-0.006
'0:33.862',-0.006
'0:33.864',-0.005
'0:33.866',-0.005
'0:33.868',-0.005
'0:33.870',-0.005
'0:33.872',-0.005
'0:33.874',-0.004
'0:33.876',-0.005
'0:33.878',-0.005
'0:33.880',-0.004
'0:33.882',-0.004
'0:33.884',-0.005
'0:33.886',-0.004
'0:33.888',-0.004
'0:33.890',-0.005
'0:33.892',-0.005
'0:33.894',-0.004
'0:33.896',-0.004
'0:33.898',-0.005
'0:33.900',-0.005
'0:33.902',-0.005
'0:33.904',-0.005
'0:33.906',-0.005
'0:33.908',-0.005
'0:33.910',-0.005
'0:33.912',-0.006
'0:33.914',-0.006
'0:33.916',-0.006
'0:33.918',-0.006
'0:33.920',-0.006
'0:33.922',-0.007
'0:33.924',-0.007
'0:33.926',-0.007
'0:33.928',-0.007
'0:33.930',-0.007
'0:33.932',-0.007
'0:33.934',-0.007
'0:33.936',-0.007
'0:33.938',-0.007
'0:33.940',-0.008
'0:33.942',-0.007
'0:33.944',-0.007
'0:33.946',-0.007
'0:33.948',-0.008
'0:33.950',-0.007
'0:33.952',-0.008
'0:33.954',-0.008
'0:33.956',-0.007
'0:33.958',-0.007
'0:33.960',-0.007
'0:33.962',-0.008
'0:33.964',-0.009
'0:33.966',-0.008
'0:33.968',-0.007
'0:33.970',-0.008
'0:33.972',-0.008
'0:33.974',-0.008
'0:33.976',-0.008
'0:33.978',-0.007
'0:33.980',-0.008
'0:33.982',-0.008
'0:33.984',-0.008
'0:33.986',-0.009
'0:33.988',-0.008
'0:33.990',-0.008
'0:33.992',-0.008
'0:33.994',-0.007
'0:33.996',-0.008
'0:33.998',-0.008
'0:34.000',-0.008
'0:34.002',-0.007
'0:34.004',-0.008
'0:34.006',-0.008
'0:34.008',-0.008
'0:34.010',-0.007
'0:34.012',-0.007
'0:34.014',-0.006
'0:34.016',-0.006
'0:34.018',-0.006
'0:34.020',-0.005
'0:34.022',-0.005
'0:34.024',-0.006
'0:34.026',-0.007
'0:34.028',-0.011
'0:34.030',-0.018
'0:34.032',-0.026
'0:34.034',-0.029
'0:34.036',-0.028
'0:34.038',-0.028
'0:34.040',-0.030
'0:34.042',-0.032
'0:34.044',-0.032
'0:34.046',-0.030
'0:34.048',-0.026
'0:34.050',-0.020
'0:34.052',-0.011
'0:34.054',-0.003
'0:34.056',0.006
'0:34.058',0.013
'0:34.060',0.019
'0:34.062',0.019
'0:34.064',0.015
'0:34.066',0.007
'0:34.068',0.002
'0:34.070',0.002
'0:34.072',0.004
'0:34.074',0.005
'0:34.076',0.005
'0:34.078',0.004
'0:34.080',0.004
'0:34.082',0.004
'0:34.084',0.004
'0:34.086',0.004
'0:34.088',0.003
'0:34.090',0.003
'0:34.092',0.003
'0:34.094',0.003
'0:34.096',0.002
'0:34.098',0.002
'0:34.100',0.000
'0:34.102',-0.003
'0:34.104',-0.013
'0:34.106',-0.036
'0:34.108',-0.080
'0:34.110',-0.145
'0:34.112',-0.216
'0:34.114',-0.255
'0:34.116',-0.210
'0:34.118',-0.044
'0:34.120',0.204
'0:34.122',0.407
'0:34.124',0.506
'0:34.126',0.595
'0:34.128',0.706
'0:34.130',0.761
'0:34.132',0.788
'0:34.134',0.758
'0:34.136',0.574
'0:34.138',0.344
'0:34.140',0.195
'0:34.142',0.110
'0:34.144',0.060
'0:34.146',0.037
'0:34.148',0.025
'0:34.150',0.009
'0:34.152',-0.007
'0:34.154',-0.018
'0:34.156',-0.023
'0:34.158',-0.025
'0:34.160',-0.026
'0:34.162',-0.028
'0:34.164',-0.029
'0:34.166',-0.029
'0:34.168',-0.030
'0:34.170',-0.031
'0:34.172',-0.033
'0:34.174',-0.034
'0:34.176',-0.035
'0:34.178',-0.035
'0:34.180',-0.036
'0:34.182',-0.037
'0:34.184',-0.038
'0:34.186',-0.040
'0:34.188',-0.040
'0:34.190',-0.041
'0:34.192',-0.042
'0:34.194',-0.042
'0:34.196',-0.043
'0:34.198',-0.043
'0:34.200',-0.043
'0:34.202',-0.043
'0:34.204',-0.042
'0:34.206',-0.042
'0:34.208',-0.041
'0:34.210',-0.040
'0:34.212',-0.038
'0:34.214',-0.038
'0:34.216',-0.036
'0:34.218',-0.035
'0:34.220',-0.035
'0:34.222',-0.033
'0:34.224',-0.032
'0:34.226',-0.031
'0:34.228',-0.031
'0:34.230',-0.030
'0:34.232',-0.030
'0:34.234',-0.030
'0:34.236',-0.031
'0:34.238',-0.031
'0:34.240',-0.031
'0:34.242',-0.030
'0:34.244',-0.030
'0:34.246',-0.028
'0:34.248',-0.025
'0:34.250',-0.021
'0:34.252',-0.014
'0:34.254',-0.005
'0:34.256',0.004
'0:34.258',0.015
'0:34.260',0.029
'0:34.262',0.043
'0:34.264',0.059
'0:34.266',0.073
'0:34.268',0.088
'0:34.270',0.102
'0:34.272',0.113
'0:34.274',0.123
'0:34.276',0.130
'0:34.278',0.134
'0:34.280',0.134
'0:34.282',0.132
'0:34.284',0.127
'0:34.286',0.119
'0:34.288',0.111
'0:34.290',0.100
'0:34.292',0.088
'0:34.294',0.076
'0:34.296',0.065
'0:34.298',0.053
'0:34.300',0.043
'0:34.302',0.033
'0:34.304',0.024
'0:34.306',0.017
'0:34.308',0.010
'0:34.310',0.005
'0:34.312',0.001
'0:34.314',-0.003
'0:34.316',-0.005
'0:34.318',-0.007
'0:34.320',-0.009
'0:34.322',-0.009
'0:34.324',-0.011
'0:34.326',-0.011
'0:34.328',-0.011
'0:34.330',-0.011
'0:34.332',-0.012
'0:34.334',-0.011
'0:34.336',-0.011
'0:34.338',-0.011
'0:34.340',-0.011
'0:34.342',-0.012
'0:34.344',-0.012
'0:34.346',-0.012
'0:34.348',-0.012
'0:34.350',-0.012
'0:34.352',-0.011
'0:34.354',-0.011
'0:34.356',-0.011
'0:34.358',-0.012
'0:34.360',-0.012
'0:34.362',-0.011
'0:34.364',-0.011
'0:34.366',-0.011
'0:34.368',-0.011
'0:34.370',-0.011
'0:34.372',-0.011
'0:34.374',-0.011
'0:34.376',-0.010
'0:34.378',-0.010
'0:34.380',-0.009
'0:34.382',-0.009
'0:34.384',-0.009
'0:34.386',-0.009
'0:34.388',-0.009
'0:34.390',-0.009
'0:34.392',-0.008
'0:34.394',-0.008
'0:34.396',-0.007
'0:34.398',-0.007
'0:34.400',-0.007
'0:34.402',-0.007
'0:34.404',-0.006
'0:34.406',-0.006
'0:34.408',-0.005
'0:34.410',-0.006
'0:34.412',-0.006
'0:34.414',-0.005
'0:34.416',-0.005
'0:34.418',-0.004
'0:34.420',-0.005
'0:34.422',-0.005
'0:34.424',-0.005
'0:34.426',-0.004
'0:34.428',-0.004
'0:34.430',-0.004
'0:34.432',-0.004
'0:34.434',-0.004
'0:34.436',-0.004
'0:34.438',-0.005
'0:34.440',-0.004
'0:34.442',-0.005
'0:34.444',-0.005
'0:34.446',-0.005
'0:34.448',-0.005
'0:34.450',-0.005
'0:34.452',-0.005
'0:34.454',-0.005
'0:34.456',-0.006
'0:34.458',-0.006
'0:34.460',-0.006
'0:34.462',-0.006
'0:34.464',-0.006
'0:34.466',-0.006
'0:34.468',-0.006
'0:34.470',-0.006
'0:34.472',-0.006
'0:34.474',-0.006
'0:34.476',-0.007
'0:34.478',-0.007
'0:34.480',-0.007
'0:34.482',-0.007
'0:34.484',-0.007
'0:34.486',-0.007
'0:34.488',-0.007
'0:34.490',-0.007
'0:34.492',-0.007
'0:34.494',-0.007
'0:34.496',-0.008
'0:34.498',-0.007
'0:34.500',-0.008
'0:34.502',-0.008
'0:34.504',-0.007
'0:34.506',-0.007
'0:34.508',-0.008
'0:34.510',-0.008
'0:34.512',-0.008
'0:34.514',-0.008
'0:34.516',-0.008
'0:34.518',-0.008
'0:34.520',-0.008
'0:34.522',-0.008
'0:34.524',-0.007
'0:34.526',-0.008
'0:34.528',-0.009
'0:34.530',-0.008
'0:34.532',-0.008
'0:34.534',-0.008
'0:34.536',-0.007
'0:34.538',-0.009
'0:34.540',-0.008
'0:34.542',-0.009
'0:34.544',-0.009
'0:34.546',-0.008
'0:34.548',-0.008
'0:34.550',-0.007
'0:34.552',-0.007
'0:34.554',-0.008
'0:34.556',-0.008
'0:34.558',-0.007
'0:34.560',-0.007
'0:34.562',-0.007
'0:34.564',-0.007
'0:34.566',-0.007
'0:34.568',-0.006
'0:34.570',-0.006
'0:34.572',-0.005
'0:34.574',-0.006
'0:34.576',-0.006
'0:34.578',-0.009
'0:34.580',-0.015
'0:34.582',-0.024
'0:34.584',-0.029
'0:34.586',-0.029
'0:34.588',-0.028
'0:34.590',-0.029
'0:34.592',-0.032
'0:34.594',-0.033
'0:34.596',-0.032
'0:34.598',-0.029
'0:34.600',-0.024
'0:34.602',-0.016
'0:34.604',-0.007
'0:34.606',0.002
'0:34.608',0.009
'0:34.610',0.017
'0:34.612',0.019
'0:34.614',0.018
'0:34.616',0.011
'0:34.618',0.004
'0:34.620',0.001
'0:34.622',0.002
'0:34.624',0.004
'0:34.626',0.005
'0:34.628',0.005
'0:34.630',0.004
'0:34.632',0.004
'0:34.634',0.004
'0:34.636',0.004
'0:34.638',0.003
'0:34.640',0.003
'0:34.642',0.003
'0:34.644',0.003
'0:34.646',0.002
'0:34.648',0.002
'0:34.650',0.001
'0:34.652',-0.001
'0:34.654',-0.004
'0:34.656',-0.016
'0:34.658',-0.042
'0:34.660',-0.088
'0:34.662',-0.155
'0:34.664',-0.225
'0:34.666',-0.256
'0:34.668',-0.201
'0:34.670',-0.026
'0:34.672',0.221
'0:34.674',0.416
'0:34.676',0.510
'0:34.678',0.601
'0:34.680',0.710
'0:34.682',0.764
'0:34.684',0.791
'0:34.686',0.762
'0:34.688',0.581
'0:34.690',0.352
'0:34.692',0.201
'0:34.694',0.113
'0:34.696',0.062
'0:34.698',0.038
'0:34.700',0.025
'0:34.702',0.009
'0:34.704',-0.007
'0:34.706',-0.018
'0:34.708',-0.024
'0:34.710',-0.027
'0:34.712',-0.028
'0:34.714',-0.029
'0:34.716',-0.030
'0:34.718',-0.032
'0:34.720',-0.033
'0:34.722',-0.034
'0:34.724',-0.035
'0:34.726',-0.036
'0:34.728',-0.037
'0:34.730',-0.038
'0:34.732',-0.039
'0:34.734',-0.040
'0:34.736',-0.042
'0:34.738',-0.043
'0:34.740',-0.043
'0:34.742',-0.044
'0:34.744',-0.045
'0:34.746',-0.045
'0:34.748',-0.046
'0:34.750',-0.046
'0:34.752',-0.046
'0:34.754',-0.046
'0:34.756',-0.046
'0:34.758',-0.046
'0:34.760',-0.045
'0:34.762',-0.045
'0:34.764',-0.044
'0:34.766',-0.043
'0:34.768',-0.042
'0:34.770',-0.041
'0:34.772',-0.040
'0:34.774',-0.038
'0:34.776',-0.037
'0:34.778',-0.036
'0:34.780',-0.035
'0:34.782',-0.035
'0:34.784',-0.035
'0:34.786',-0.035
'0:34.788',-0.036
'0:34.790',-0.036
'0:34.792',-0.036
'0:34.794',-0.036
'0:34.796',-0.036
'0:34.798',-0.035
'0:34.800',-0.033
'0:34.802',-0.029
'0:34.804',-0.024
'0:34.806',-0.017
'0:34.808',-0.008
'0:34.810',0.003
'0:34.812',0.015
'0:34.814',0.029
'0:34.816',0.044
'0:34.818',0.059
'0:34.820',0.074
'0:34.822',0.089
'0:34.824',0.102
'0:34.826',0.113
'0:34.828',0.122
'0:34.830',0.128
'0:34.832',0.131
'0:34.834',0.131
'0:34.836',0.128
'0:34.838',0.123
'0:34.840',0.115
'0:34.842',0.105
'0:34.844',0.095
'0:34.846',0.083
'0:34.848',0.071
'0:34.850',0.059
'0:34.852',0.048
'0:34.854',0.038
'0:34.856',0.029
'0:34.858',0.021
'0:34.860',0.014
'0:34.862',0.007
'0:34.864',0.003
'0:34.866',-0.001
'0:34.868',-0.004
'0:34.870',-0.006
'0:34.872',-0.009
'0:34.874',-0.009
'0:34.876',-0.011
'0:34.878',-0.011
'0:34.880',-0.011
'0:34.882',-0.012
'0:34.884',-0.012
'0:34.886',-0.013
'0:34.888',-0.012
'0:34.890',-0.013
'0:34.892',-0.013
'0:34.894',-0.013
'0:34.896',-0.013
'0:34.898',-0.012
'0:34.900',-0.013
'0:34.902',-0.013
'0:34.904',-0.012
'0:34.906',-0.012
'0:34.908',-0.012
'0:34.910',-0.012
'0:34.912',-0.011
'0:34.914',-0.012
'0:34.916',-0.011
'0:34.918',-0.011
'0:34.920',-0.012
'0:34.922',-0.011
'0:34.924',-0.011
'0:34.926',-0.011
'0:34.928',-0.011
'0:34.930',-0.011
'0:34.932',-0.011
'0:34.934',-0.010
'0:34.936',-0.010
'0:34.938',-0.009
'0:34.940',-0.009
'0:34.942',-0.009
'0:34.944',-0.009
'0:34.946',-0.009
'0:34.948',-0.008
'0:34.950',-0.007
'0:34.952',-0.007
'0:34.954',-0.007
'0:34.956',-0.007
'0:34.958',-0.006
'0:34.960',-0.006
'0:34.962',-0.006
'0:34.964',-0.005
'0:34.966',-0.005
'0:34.968',-0.005
'0:34.970',-0.005
'0:34.972',-0.005
'0:34.974',-0.005
'0:34.976',-0.005
'0:34.978',-0.004
'0:34.980',-0.004
'0:34.982',-0.004
'0:34.984',-0.004
'0:34.986',-0.004
'0:34.988',-0.005
'0:34.990',-0.005
'0:34.992',-0.004
'0:34.994',-0.004
'0:34.996',-0.005
'0:34.998',-0.005
'0:35.000',-0.005
