'Elapsed time','I'
'0:16.660',0.011
'0:16.662',0.026
'0:16.664',0.025
'0:16.666',0.029
'0:16.668',0.020
'0:16.670',0.033
'0:16.672',0.018
'0:16.674',0.013
'0:16.676',0.017
'0:16.678',0.025
'0:16.680',0.015
'0:16.682',0.025
'0:16.684',0.020
'0:16.686',0.026
'0:16.688',0.035
'0:16.690',0.032
'0:16.692',0.041
'0:16.694',0.030
'0:16.696',0.028
'0:16.698',0.035
'0:16.700',0.039
'0:16.702',0.044
'0:16.704',0.048
'0:16.706',0.053
'0:16.708',0.044
'0:16.710',0.052
'0:16.712',0.063
'0:16.714',0.064
'0:16.716',0.042
'0:16.718',0.055
'0:16.720',0.069
'0:16.722',0.071
'0:16.724',0.070
'0:16.726',0.076
'0:16.728',0.069
'0:16.730',0.082
'0:16.732',0.085
'0:16.734',0.091
'0:16.736',0.082
'0:16.738',0.095
'0:16.740',0.107
'0:16.742',0.113
'0:16.744',0.118
'0:16.746',0.126
'0:16.748',0.148
'0:16.750',0.127
'0:16.752',0.152
'0:16.754',0.169
'0:16.756',0.157
'0:16.758',0.166
'0:16.760',0.176
'0:16.762',0.180
'0:16.764',0.176
'0:16.766',0.198
'0:16.768',0.195
'0:16.770',0.202
'0:16.772',0.198
'0:16.774',0.199
'0:16.776',0.209
'0:16.778',0.212
'0:16.780',0.231
'0:16.782',0.236
'0:16.784',0.225
'0:16.786',0.255
'0:16.788',0.241
'0:16.790',0.245
'0:16.792',0.259
'0:16.794',0.269
'0:16.796',0.271
'0:16.798',0.267
'0:16.800',0.257
'0:16.802',0.265
'0:16.804',0.265
'0:16.806',0.268
'0:16.808',0.276
'0:16.810',0.252
'0:16.812',0.250
'0:16.814',0.228
'0:16.816',0.228
'0:16.818',0.227
'0:16.820',0.218
'0:16.822',0.206
'0:16.824',0.200
'0:16.826',0.203
'0:16.828',0.199
'0:16.830',0.170
'0:16.832',0.171
'0:16.834',0.172
'0:16.836',0.162
'0:16.838',0.135
'0:16.840',0.144
'0:16.842',0.132
'0:16.844',0.117
'0:16.846',0.118
'0:16.848',0.114
'0:16.850',0.100
'0:16.852',0.093
'0:16.854',0.092
'0:16.856',0.087
'0:16.858',0.082
'0:16.860',0.080
'0:16.862',0.070
'0:16.864',0.072
'0:16.866',0.069
'0:16.868',0.071
'0:16.870',0.066
'0:16.872',0.063
'0:16.874',0.052
'0:16.876',0.060
'0:16.878',0.053
'0:16.880',0.061
'0:16.882',0.052
'0:16.884',0.055
'0:16.886',0.055
'0:16.888',0.047
'0:16.890',0.057
'0:16.892',0.060
'0:16.894',0.047
'0:16.896',0.040
'0:16.898',0.043
'0:16.900',0.056
'0:16.902',0.038
'0:16.904',0.032
'0:16.906',0.045
'0:16.908',0.056
'0:16.910',0.053
'0:16.912',0.059
'0:16.914',0.053
'0:16.916',0.035
'0:16.918',0.049
'0:16.920',0.042
'0:16.922',0.037
'0:16.924',0.042
'0:16.926',0.033
'0:16.928',0.035
'0:16.930',0.049
'0:16.932',0.033
'0:16.934',0.043
'0:16.936',0.030
'0:16.938',0.028
'0:16.940',0.033
'0:16.942',0.034
'0:16.944',0.047
'0:16.946',0.022
'0:16.948',0.032
'0:16.950',0.035
'0:16.952',0.038
'0:16.954',0.024
'0:16.956',0.031
'0:16.958',0.025
'0:16.960',0.034
'0:16.962',0.028
'0:16.964',0.024
'0:16.966',0.044
'0:16.968',0.048
'0:16.970',0.025
'0:16.972',0.040
'0:16.974',0.031
'0:16.976',0.026
'0:16.978',0.032
'0:16.980',0.017
'0:16.982',0.029
'0:16.984',0.028
'0:16.986',0.030
'0:16.988',0.019
'0:16.990',0.023
'0:16.992',0.025
'0:16.994',0.024
'0:16.996',0.019
'0:16.998',0.019
'0:17.000',0.019
'0:17.002',0.009
'0:17.004',0.021
'0:17.006',0.032
'0:17.008',0.035
'0:17.010',0.018
'0:17.012',0.016
'0:17.014',0.033
'0:17.016',0.019
'0:17.018',0.032
'0:17.020',0.025
'0:17.022',0.026
'0:17.024',0.013
'0:17.026',0.024
'0:17.028',0.027
'0:17.030',0.029
'0:17.032',0.026
'0:17.034',0.027
'0:17.036',0.022
'0:17.038',0.017
'0:17.040',0.013
'0:17.042',0.018
'0:17.044',0.021
'0:17.046',0.019
'0:17.048',0.022
'0:17.050',0.021
'0:17.052',0.013
'0:17.054',0.019
'0:17.056',0.019
'0:17.058',0.013
'0:17.060',0.025
'0:17.062',0.013
'0:17.064',0.011
'0:17.066',0.011
'0:17.068',0.019
'0:17.070',0.017
'0:17.072',0.025
'0:17.074',0.016
'0:17.076',0.019
'0:17.078',0.029
'0:17.080',0.028
'0:17.082',0.023
'0:17.084',0.022
'0:17.086',0.027
'0:17.088',0.032
'0:17.090',0.021
'0:17.092',0.033
'0:17.094',0.025
'0:17.096',0.028
'0:17.098',0.024
'0:17.100',0.042
'0:17.102',0.043
'0:17.104',0.035
'0:17.106',0.035
'0:17.108',0.041
'0:17.110',0.049
'0:17.112',0.061
'0:17.114',0.048
'0:17.116',0.053
'0:17.118',0.054
'0:17.120',0.056
'0:17.122',0.051
'0:17.124',0.060
'0:17.126',0.064
'0:17.128',0.048
'0:17.130',0.045
'0:17.132',0.064
'0:17.134',0.074
'0:17.136',0.084
'0:17.138',0.092
'0:17.140',0.089
'0:17.142',0.090
'0:17.144',0.108
'0:17.146',0.103
'0:17.148',0.116
'0:17.150',0.087
'0:17.152',0.077
'0:17.154',0.062
'0:17.156',0.051
'0:17.158',0.035
'0:17.160',0.032
'0:17.162',0.028
'0:17.164',0.018
'0:17.166',0.023
'0:17.168',0.045
'0:17.170',0.016
'0:17.172',0.016
'0:17.174',0.019
'0:17.176',0.009
'0:17.178',0.011
'0:17.180',0.009
'0:17.182',0.005
'0:17.184',0.004
'0:17.186',0.001
'0:17.188',-0.004
'0:17.190',0.003
'0:17.192',0.006
'0:17.194',0.002
'0:17.196',0.006
'0:17.198',0.001
'0:17.200',0.005
'0:17.202',0.007
'0:17.204',0.018
'0:17.206',0.048
'0:17.208',0.057
'0:17.210',0.095
'0:17.212',0.125
'0:17.214',0.160
'0:17.216',0.232
'0:17.218',0.300
'0:17.220',0.392
'0:17.222',0.460
'0:17.224',0.533
'0:17.226',0.591
'0:17.228',0.654
'0:17.230',0.632
'0:17.232',0.607
'0:17.234',0.578
'0:17.236',0.525
'0:17.238',0.424
'0:17.240',0.309
'0:17.242',0.216
'0:17.244',0.145
'0:17.246',0.082
'0:17.248',0.032
'0:17.250',-0.009
'0:17.252',-0.050
'0:17.254',-0.090
'0:17.256',-0.104
'0:17.258',-0.122
'0:17.260',-0.140
'0:17.262',-0.143
'0:17.264',-0.111
'0:17.266',-0.093
'0:17.268',-0.057
'0:17.270',-0.060
'0:17.272',-0.064
'0:17.274',-0.053
'0:17.276',-0.054
'0:17.278',-0.029
'0:17.280',-0.024
'0:17.282',-0.042
'0:17.284',-0.029
'0:17.286',-0.015
'0:17.288',-0.011
'0:17.290',-0.013
'0:17.292',-0.011
'0:17.294',-0.011
'0:17.296',-0.018
'0:17.298',-0.012
'0:17.300',-0.015
'0:17.302',-0.010
'0:17.304',-0.015
'0:17.306',0.001
'0:17.308',-0.004
'0:17.310',-0.003
'0:17.312',-0.002
'0:17.314',0.004
'0:17.316',0.001
'0:17.318',-0.009
'0:17.320',-0.003
'0:17.322',-0.005
'0:17.324',0.012
'0:17.326',0.002
'0:17.328',0.006
'0:17.330',0.009
'0:17.332',0.014
'0:17.334',0.004
'0:17.336',-0.002
'0:17.338',0.006
'0:17.340',0.013
'0:17.342',0.011
'0:17.344',0.019
'0:17.346',0.032
'0:17.348',0.024
'0:17.350',0.021
'0:17.352',0.021
'0:17.354',0.023
'0:17.356',0.026
'0:17.358',0.021
'0:17.360',0.023
'0:17.362',0.019
'0:17.364',0.026
'0:17.366',0.020
'0:17.368',0.025
'0:17.370',0.026
'0:17.372',0.036
'0:17.374',0.035
'0:17.376',0.036
'0:17.378',0.041
'0:17.380',0.052
'0:17.382',0.041
'0:17.384',0.049
'0:17.386',0.051
'0:17.388',0.052
'0:17.390',0.065
'0:17.392',0.064
'0:17.394',0.067
'0:17.396',0.076
'0:17.398',0.074
'0:17.400',0.087
'0:17.402',0.076
'0:17.404',0.081
'0:17.406',0.096
'0:17.408',0.091
'0:17.410',0.102
'0:17.412',0.112
'0:17.414',0.111
'0:17.416',0.127
'0:17.418',0.132
'0:17.420',0.135
'0:17.422',0.145
'0:17.424',0.152
'0:17.426',0.159
'0:17.428',0.165
'0:17.430',0.170
'0:17.432',0.172
'0:17.434',0.183
'0:17.436',0.189
'0:17.438',0.193
'0:17.440',0.197
'0:17.442',0.203
'0:17.444',0.208
'0:17.446',0.220
'0:17.448',0.223
'0:17.450',0.216
'0:17.452',0.220
'0:17.454',0.226
'0:17.456',0.236
'0:17.458',0.240
'0:17.460',0.241
'0:17.462',0.244
'0:17.464',0.253
'0:17.466',0.241
'0:17.468',0.253
'0:17.470',0.253
'0:17.472',0.246
'0:17.474',0.243
'0:17.476',0.236
'0:17.478',0.234
'0:17.480',0.233
'0:17.482',0.226
'0:17.484',0.220
'0:17.486',0.209
'0:17.488',0.203
'0:17.490',0.202
'0:17.492',0.196
'0:17.494',0.188
'0:17.496',0.180
'0:17.498',0.158
'0:17.500',0.159
'0:17.502',0.152
'0:17.504',0.143
'0:17.506',0.141
'0:17.508',0.122
'0:17.510',0.132
'0:17.512',0.113
'0:17.514',0.117
'0:17.516',0.087
'0:17.518',0.090
'0:17.520',0.092
'0:17.522',0.077
'0:17.524',0.080
'0:17.526',0.081
'0:17.528',0.073
'0:17.530',0.068
'0:17.532',0.065
'0:17.534',0.063
'0:17.536',0.061
'0:17.538',0.057
'0:17.540',0.055
'0:17.542',0.059
'0:17.544',0.061
'0:17.546',0.066
'0:17.548',0.055
'0:17.550',0.045
'0:17.552',0.054
'0:17.554',0.043
'0:17.556',0.046
'0:17.558',0.049
'0:17.560',0.039
'0:17.562',0.038
'0:17.564',0.045
'0:17.566',0.045
'0:17.568',0.043
'0:17.570',0.045
'0:17.572',0.044
'0:17.574',0.049
'0:17.576',0.044
'0:17.578',0.041
'0:17.580',0.039
'0:17.582',0.037
'0:17.584',0.032
'0:17.586',0.049
'0:17.588',0.054
'0:17.590',0.038
'0:17.592',0.049
'0:17.594',0.036
'0:17.596',0.052
'0:17.598',0.034
'0:17.600',0.041
'0:17.602',0.036
'0:17.604',0.037
'0:17.606',0.045
'0:17.608',0.043
'0:17.610',0.047
'0:17.612',0.038
'0:17.614',0.040
'0:17.616',0.047
'0:17.618',0.038
'0:17.620',0.038
'0:17.622',0.032
'0:17.624',0.042
'0:17.626',0.043
'0:17.628',0.043
'0:17.630',0.040
'0:17.632',0.040
'0:17.634',0.032
'0:17.636',0.046
'0:17.638',0.025
'0:17.640',0.039
'0:17.642',0.042
'0:17.644',0.037
'0:17.646',0.037
'0:17.648',0.046
'0:17.650',0.035
'0:17.652',0.032
'0:17.654',0.024
'0:17.656',0.032
'0:17.658',0.026
'0:17.660',0.025
'0:17.662',0.035
'0:17.664',0.025
'0:17.666',0.032
'0:17.668',0.036
'0:17.670',0.032
'0:17.672',0.034
'0:17.674',0.029
'0:17.676',0.029
'0:17.678',0.030
'0:17.680',0.025
'0:17.682',0.025
'0:17.684',0.024
'0:17.686',0.021
'0:17.688',0.039
'0:17.690',0.019
'0:17.692',0.018
'0:17.694',0.036
'0:17.696',0.017
'0:17.698',0.029
'0:17.700',0.035
'0:17.702',0.027
'0:17.704',0.032
'0:17.706',0.025
'0:17.708',0.021
'0:17.710',0.046
'0:17.712',0.021
'0:17.714',0.025
'0:17.716',0.021
'0:17.718',0.021
'0:17.720',0.027
'0:17.722',0.025
'0:17.724',0.030
'0:17.726',0.029
'0:17.728',0.040
'0:17.730',0.032
'0:17.732',0.036
'0:17.734',0.034
'0:17.736',0.037
'0:17.738',0.043
'0:17.740',0.034
'0:17.742',0.042
'0:17.744',0.035
'0:17.746',0.037
'0:17.748',0.046
'0:17.750',0.035
'0:17.752',0.039
'0:17.754',0.044
'0:17.756',0.044
'0:17.758',0.050
'0:17.760',0.044
'0:17.762',0.060
'0:17.764',0.056
'0:17.766',0.051
'0:17.768',0.055
'0:17.770',0.059
'0:17.772',0.068
'0:17.774',0.063
'0:17.776',0.058
'0:17.778',0.060
'0:17.780',0.068
'0:17.782',0.070
'0:17.784',0.066
'0:17.786',0.065
'0:17.788',0.073
'0:17.790',0.078
'0:17.792',0.096
'0:17.794',0.115
'0:17.796',0.107
'0:17.798',0.105
'0:17.800',0.108
'0:17.802',0.118
'0:17.804',0.122
'0:17.806',0.096
'0:17.808',0.086
'0:17.810',0.065
'0:17.812',0.056
'0:17.814',0.032
'0:17.816',0.035
'0:17.818',0.029
'0:17.820',0.029
'0:17.822',0.023
'0:17.824',0.024
'0:17.826',0.020
'0:17.828',0.015
'0:17.830',0.015
'0:17.832',0.011
'0:17.834',0.012
'0:17.836',0.008
'0:17.838',0.004
'0:17.840',-0.001
'0:17.842',0.005
'0:17.844',0.014
'0:17.846',0.002
'0:17.848',0.017
'0:17.850',0.018
'0:17.852',0.015
'0:17.854',0.002
'0:17.856',0.006
'0:17.858',-0.007
'0:17.860',0.013
'0:17.862',0.024
'0:17.864',0.040
'0:17.866',0.072
'0:17.868',0.104
'0:17.870',0.137
'0:17.872',0.197
'0:17.874',0.270
'0:17.876',0.355
'0:17.878',0.428
'0:17.880',0.516
'0:17.882',0.576
'0:17.884',0.649
'0:17.886',0.696
'0:17.888',0.681
'0:17.890',0.627
'0:17.892',0.595
'0:17.894',0.505
'0:17.896',0.382
'0:17.898',0.280
'0:17.900',0.197
'0:17.902',0.121
'0:17.904',0.072
'0:17.906',0.025
'0:17.908',-0.035
'0:17.910',-0.077
'0:17.912',-0.103
'0:17.914',-0.131
'0:17.916',-0.165
'0:17.918',-0.147
'0:17.920',-0.123
'0:17.922',-0.099
'0:17.924',-0.077
'0:17.926',-0.064
'0:17.928',-0.067
'0:17.930',-0.067
'0:17.932',-0.062
'0:17.934',-0.039
'0:17.936',-0.045
'0:17.938',-0.037
'0:17.940',-0.021
'0:17.942',-0.021
'0:17.944',-0.012
'0:17.946',-0.008
'0:17.948',-0.016
'0:17.950',-0.008
'0:17.952',-0.001
'0:17.954',-0.012
'0:17.956',-0.016
'0:17.958',-0.009
'0:17.960',-0.006
'0:17.962',0.002
'0:17.964',-0.004
'0:17.966',-0.001
'0:17.968',-0.005
'0:17.970',-0.001
'0:17.972',0.003
'0:17.974',-0.001
'0:17.976',-0.005
'0:17.978',0.007
'0:17.980',-0.006
'0:17.982',-0.002
'0:17.984',0.001
'0:17.986',0.005
'0:17.988',0.005
'0:17.990',0.005
'0:17.992',0.003
'0:17.994',0.005
'0:17.996',0.002
'0:17.998',0.011
'0:18.000',0.003
'0:18.002',0.002
'0:18.004',0.015
'0:18.006',0.006
'0:18.008',0.018
'0:18.010',0.023
'0:18.012',0.017
'0:18.014',0.030
'0:18.016',0.018
'0:18.018',0.015
'0:18.020',0.015
'0:18.022',0.025
'0:18.024',0.021
'0:18.026',0.024
'0:18.028',0.027
'0:18.030',0.038
'0:18.032',0.026
'0:18.034',0.035
'0:18.036',0.029
'0:18.038',0.041
'0:18.040',0.050
'0:18.042',0.042
'0:18.044',0.053
'0:18.046',0.061
'0:18.048',0.053
'0:18.050',0.069
'0:18.052',0.071
'0:18.054',0.072
'0:18.056',0.070
'0:18.058',0.077
'0:18.060',0.097
'0:18.062',0.087
'0:18.064',0.097
'0:18.066',0.096
'0:18.068',0.109
'0:18.070',0.117
'0:18.072',0.116
'0:18.074',0.126
'0:18.076',0.129
'0:18.078',0.135
'0:18.080',0.138
'0:18.082',0.141
'0:18.084',0.151
'0:18.086',0.158
'0:18.088',0.170
'0:18.090',0.171
'0:18.092',0.182
'0:18.094',0.180
'0:18.096',0.201
'0:18.098',0.198
'0:18.100',0.204
'0:18.102',0.208
'0:18.104',0.212
'0:18.106',0.220
'0:18.108',0.229
'0:18.110',0.234
'0:18.112',0.238
'0:18.114',0.233
'0:18.116',0.233
'0:18.118',0.245
'0:18.120',0.246
'0:18.122',0.238
'0:18.124',0.240
'0:18.126',0.260
'0:18.128',0.246
'0:18.130',0.240
'0:18.132',0.231
'0:18.134',0.234
'0:18.136',0.223
'0:18.138',0.220
'0:18.140',0.215
'0:18.142',0.214
'0:18.144',0.207
'0:18.146',0.197
'0:18.148',0.188
'0:18.150',0.181
'0:18.152',0.178
'0:18.154',0.177
'0:18.156',0.157
'0:18.158',0.149
'0:18.160',0.131
'0:18.162',0.128
'0:18.164',0.126
'0:18.166',0.121
'0:18.168',0.112
'0:18.170',0.098
'0:18.172',0.086
'0:18.174',0.093
'0:18.176',0.075
'0:18.178',0.074
'0:18.180',0.079
'0:18.182',0.066
'0:18.184',0.063
'0:18.186',0.060
'0:18.188',0.057
'0:18.190',0.056
'0:18.192',0.050
'0:18.194',0.047
'0:18.196',0.047
'0:18.198',0.049
'0:18.200',0.043
'0:18.202',0.039
'0:18.204',0.042
'0:18.206',0.043
'0:18.208',0.038
'0:18.210',0.037
'0:18.212',0.040
'0:18.214',0.038
'0:18.216',0.032
'0:18.218',0.043
'0:18.220',0.033
'0:18.222',0.028
'0:18.224',0.042
'0:18.226',0.042
'0:18.228',0.038
'0:18.230',0.036
'0:18.232',0.037
'0:18.234',0.034
'0:18.236',0.030
'0:18.238',0.017
'0:18.240',0.015
'0:18.242',0.044
'0:18.244',0.034
'0:18.246',0.028
'0:18.248',0.021
'0:18.250',0.025
'0:18.252',0.034
'0:18.254',0.028
'0:18.256',0.028
'0:18.258',0.018
'0:18.260',0.030
'0:18.262',0.018
'0:18.264',0.028
'0:18.266',0.019
'0:18.268',0.022
'0:18.270',0.022
'0:18.272',0.021
'0:18.274',0.027
'0:18.276',0.013
'0:18.278',0.014
'0:18.280',0.014
'0:18.282',0.008
'0:18.284',0.011
'0:18.286',0.011
'0:18.288',0.016
'0:18.290',0.020
'0:18.292',0.015
'0:18.294',0.011
'0:18.296',0.009
'0:18.298',0.013
'0:18.300',0.011
'0:18.302',0.017
'0:18.304',0.007
'0:18.306',0.011
'0:18.308',0.012
'0:18.310',0.006
'0:18.312',0.014
'0:18.314',0.015
'0:18.316',-0.001
'0:18.318',0.013
'0:18.320',0.027
'0:18.322',0.006
'0:18.324',0.007
'0:18.326',0.013
'0:18.328',0.015
'0:18.330',0.021
'0:18.332',0.011
'0:18.334',0.009
'0:18.336',0.011
'0:18.338',0.013
'0:18.340',0.009
'0:18.342',0.011
'0:18.344',0.009
'0:18.346',0.015
'0:18.348',0.015
'0:18.350',0.013
'0:18.352',0.010
'0:18.354',0.011
'0:18.356',0.010
'0:18.358',0.011
'0:18.360',0.005
'0:18.362',0.015
'0:18.364',0.006
'0:18.366',0.009
'0:18.368',0.010
'0:18.370',0.011
'0:18.372',0.016
'0:18.374',0.017
'0:18.376',0.011
'0:18.378',0.003
'0:18.380',0.012
'0:18.382',0.011
'0:18.384',0.009
'0:18.386',0.013
'0:18.388',0.007
'0:18.390',0.009
'0:18.392',0.012
'0:18.394',0.017
'0:18.396',0.017
'0:18.398',0.022
'0:18.400',0.027
'0:18.402',0.029
'0:18.404',0.021
'0:18.406',0.026
'0:18.408',0.029
'0:18.410',0.016
'0:18.412',0.022
'0:18.414',0.029
'0:18.416',0.019
'0:18.418',0.031
'0:18.420',0.032
'0:18.422',0.021
'0:18.424',0.026
'0:18.426',0.046
'0:18.428',0.039
'0:18.430',0.043
'0:18.432',0.044
'0:18.434',0.051
'0:18.436',0.048
'0:18.438',0.043
'0:18.440',0.052
'0:18.442',0.059
'0:18.444',0.061
'0:18.446',0.060
'0:18.448',0.057
'0:18.450',0.066
'0:18.452',0.069
'0:18.454',0.085
'0:18.456',0.101
'0:18.458',0.106
'0:18.460',0.099
'0:18.462',0.107
'0:18.464',0.112
'0:18.466',0.113
'0:18.468',0.090
'0:18.470',0.083
'0:18.472',0.070
'0:18.474',0.051
'0:18.476',0.024
'0:18.478',0.015
'0:18.480',0.023
'0:18.482',0.020
'0:18.484',0.018
'0:18.486',0.021
'0:18.488',0.013
'0:18.490',0.012
'0:18.492',0.010
'0:18.494',0.013
'0:18.496',0.005
'0:18.498',0.005
'0:18.500',-0.003
'0:18.502',-0.005
'0:18.504',-0.002
'0:18.506',0.002
'0:18.508',-0.005
'0:18.510',-0.007
'0:18.512',-0.011
'0:18.514',-0.005
'0:18.516',-0.017
'0:18.518',-0.011
'0:18.520',-0.013
'0:18.522',-0.006
'0:18.524',0.004
'0:18.526',0.035
'0:18.528',0.058
'0:18.530',0.088
'0:18.532',0.129
'0:18.534',0.185
'0:18.536',0.266
'0:18.538',0.355
'0:18.540',0.444
'0:18.542',0.523
'0:18.544',0.581
'0:18.546',0.671
'0:18.548',0.720
'0:18.550',0.710
'0:18.552',0.664
'0:18.554',0.625
'0:18.556',0.538
'0:18.558',0.413
'0:18.560',0.281
'0:18.562',0.215
'0:18.564',0.134
'0:18.566',0.068
'0:18.568',0.013
'0:18.570',-0.044
'0:18.572',-0.098
'0:18.574',-0.119
'0:18.576',-0.142
'0:18.578',-0.181
'0:18.580',-0.168
'0:18.582',-0.137
'0:18.584',-0.115
'0:18.586',-0.078
'0:18.588',-0.079
'0:18.590',-0.081
'0:18.592',-0.062
'0:18.594',-0.064
'0:18.596',-0.052
'0:18.598',-0.040
'0:18.600',-0.044
'0:18.602',-0.045
'0:18.604',-0.030
'0:18.606',-0.025
'0:18.608',-0.039
'0:18.610',-0.025
'0:18.612',-0.018
'0:18.614',-0.029
'0:18.616',-0.026
'0:18.618',-0.025
'0:18.620',-0.018
'0:18.622',-0.026
'0:18.624',-0.027
'0:18.626',-0.019
'0:18.628',-0.011
'0:18.630',-0.020
'0:18.632',-0.018
'0:18.634',-0.017
'0:18.636',-0.026
'0:18.638',-0.019
'0:18.640',-0.025
'0:18.642',-0.024
'0:18.644',-0.029
'0:18.646',-0.015
'0:18.648',-0.011
'0:18.650',-0.018
'0:18.652',-0.025
'0:18.654',-0.017
'0:18.656',-0.016
'0:18.658',-0.013
'0:18.660',-0.006
'0:18.662',-0.018
'0:18.664',-0.009
'0:18.666',-0.005
'0:18.668',-0.009
'0:18.670',-0.009
'0:18.672',-0.005
'0:18.674',-0.002
'0:18.676',-0.005
'0:18.678',-0.009
'0:18.680',-0.004
'0:18.682',0.001
'0:18.684',0.004
'0:18.686',0.004
'0:18.688',0.004
'0:18.690',0.007
'0:18.692',0.024
'0:18.694',0.018
'0:18.696',0.015
'0:18.698',0.016
'0:18.700',0.027
'0:18.702',0.029
'0:18.704',0.033
'0:18.706',0.039
'0:18.708',0.041
'0:18.710',0.048
'0:18.712',0.039
'0:18.714',0.055
'0:18.716',0.055
'0:18.718',0.057
'0:18.720',0.062
'0:18.722',0.075
'0:18.724',0.080
'0:18.726',0.079
'0:18.728',0.084
'0:18.730',0.099
'0:18.732',0.100
'0:18.734',0.102
'0:18.736',0.098
'0:18.738',0.103
'0:18.740',0.123
'0:18.742',0.134
'0:18.744',0.132
'0:18.746',0.152
'0:18.748',0.139
'0:18.750',0.164
'0:18.752',0.165
'0:18.754',0.167
'0:18.756',0.167
'0:18.758',0.175
'0:18.760',0.190
'0:18.762',0.190
'0:18.764',0.194
'0:18.766',0.204
'0:18.768',0.208
'0:18.770',0.221
'0:18.772',0.220
'0:18.774',0.230
'0:18.776',0.234
'0:18.778',0.222
'0:18.780',0.227
'0:18.782',0.234
'0:18.784',0.240
'0:18.786',0.235
'0:18.788',0.239
'0:18.790',0.234
'0:18.792',0.239
'0:18.794',0.226
'0:18.796',0.228
'0:18.798',0.229
'0:18.800',0.213
'0:18.802',0.207
'0:18.804',0.198
'0:18.806',0.195
'0:18.808',0.193
'0:18.810',0.173
'0:18.812',0.163
'0:18.814',0.158
'0:18.816',0.143
'0:18.818',0.147
'0:18.820',0.127
'0:18.822',0.123
'0:18.824',0.117
'0:18.826',0.108
'0:18.828',0.111
'0:18.830',0.108
'0:18.832',0.091
'0:18.834',0.097
'0:18.836',0.073
'0:18.838',0.072
'0:18.840',0.060
'0:18.842',0.069
'0:18.844',0.043
'0:18.846',0.056
'0:18.848',0.048
'0:18.850',0.051
'0:18.852',0.043
'0:18.854',0.043
'0:18.856',0.026
'0:18.858',0.040
'0:18.860',0.033
'0:18.862',0.025
'0:18.864',0.031
'0:18.866',0.023
'0:18.868',0.014
'0:18.870',0.015
'0:18.872',0.011
'0:18.874',0.025
'0:18.876',0.023
'0:18.878',0.021
'0:18.880',0.018
'0:18.882',0.011
'0:18.884',0.008
'0:18.886',0.017
'0:18.888',0.005
'0:18.890',0.018
'0:18.892',0.011
'0:18.894',0.015
'0:18.896',0.012
'0:18.898',0.021
'0:18.900',0.004
'0:18.902',-0.001
'0:18.904',-0.002
'0:18.906',0.013
'0:18.908',0.008
'0:18.910',0.005
'0:18.912',0.015
'0:18.914',-0.002
'0:18.916',0.007
'0:18.918',0.011
'0:18.920',0.000
'0:18.922',0.006
'0:18.924',0.006
'0:18.926',0.011
'0:18.928',0.004
'0:18.930',-0.006
'0:18.932',0.004
'0:18.934',0.010
'0:18.936',0.001
'0:18.938',-0.013
'0:18.940',-0.006
'0:18.942',-0.011
'0:18.944',-0.011
'0:18.946',0.005
'0:18.948',0.001
'0:18.950',-0.004
'0:18.952',-0.001
'0:18.954',-0.004
'0:18.956',-0.010
'0:18.958',-0.020
'0:18.960',-0.015
'0:18.962',-0.014
'0:18.964',-0.004
'0:18.966',0.006
'0:18.968',-0.002
'0:18.970',-0.004
'0:18.972',-0.009
'0:18.974',-0.002
'0:18.976',-0.017
'0:18.978',-0.004
'0:18.980',-0.001
'0:18.982',-0.003
'0:18.984',-0.009
'0:18.986',-0.006
'0:18.988',-0.001
'0:18.990',-0.005
'0:18.992',-0.009
'0:18.994',-0.006
'0:18.996',-0.005
'0:18.998',-0.014
'0:19.000',-0.017
'0:19.002',0.005
'0:19.004',-0.028
'0:19.006',-0.008
'0:19.008',-0.004
'0:19.010',-0.015
'0:19.012',-0.013
'0:19.014',-0.015
'0:19.016',-0.021
'0:19.018',-0.021
'0:19.020',-0.015
'0:19.022',-0.018
'0:19.024',-0.017
'0:19.026',-0.013
'0:19.028',-0.004
'0:19.030',-0.002
'0:19.032',-0.021
'0:19.034',0.002
'0:19.036',-0.013
'0:19.038',-0.012
'0:19.040',-0.012
'0:19.042',-0.010
'0:19.044',-0.011
'0:19.046',-0.011
'0:19.048',-0.011
'0:19.050',-0.018
'0:19.052',-0.010
'0:19.054',-0.002
'0:19.056',0.002
'0:19.058',0.009
'0:19.060',-0.004
'0:19.062',-0.006
'0:19.064',-0.002
'0:19.066',0.000
'0:19.068',-0.006
'0:19.070',-0.004
'0:19.072',0.006
'0:19.074',0.009
'0:19.076',-0.003
'0:19.078',0.006
'0:19.080',0.004
'0:19.082',0.007
'0:19.084',-0.001
'0:19.086',0.019
'0:19.088',0.018
'0:19.090',0.019
'0:19.092',0.024
'0:19.094',0.035
'0:19.096',0.014
'0:19.098',0.030
'0:19.100',0.019
'0:19.102',0.035
'0:19.104',0.032
'0:19.106',0.032
'0:19.108',0.029
'0:19.110',0.043
'0:19.112',0.045
'0:19.114',0.068
'0:19.116',0.080
'0:19.118',0.082
'0:19.120',0.081
'0:19.122',0.079
'0:19.124',0.089
'0:19.126',0.090
'0:19.128',0.062
'0:19.130',0.068
'0:19.132',0.025
'0:19.134',0.024
'0:19.136',0.011
'0:19.138',0.005
'0:19.140',-0.017
'0:19.142',-0.016
'0:19.144',-0.011
'0:19.146',-0.018
'0:19.148',-0.018
'0:19.150',-0.033
'0:19.152',-0.017
'0:19.154',-0.033
'0:19.156',-0.015
'0:19.158',-0.031
'0:19.160',-0.028
